F1,TP,Total pred,Total spindle
0.030558276199804113,78.0,451.0,4654.0
0.0,0.0,1.0,4644.0
0.140545468358277,925.0,8529.0,4634.0
0.0897373540856031,369.0,3570.0,4654.0
0.09555674518201285,357.0,2826.0,4646.0
0.1092826330084678,1368.0,20378.0,4658.0
0.10430622009569378,763.0,9986.0,4644.0
0.12255501222493886,802.0,8446.0,4642.0
0.11121810303322101,1386.0,20280.0,4644.0
0.09268821317014088,1454.0,26720.0,4654.0
0.09649218426388192,2213.0,41224.0,4645.0
0.09476346325498362,637.0,8790.0,4654.0
0.0815634884771803,361.0,4196.0,4656.0
0.07214076246334312,369.0,5575.0,4655.0
0.09002878827532058,688.0,10626.0,4658.0
0.10845559645393747,1046.0,14634.0,4655.0
0.10634648370497428,837.0,11098.0,4643.0
0.06977886977886978,355.0,5517.0,4658.0
0.0876425855513308,461.0,5870.0,4650.0
0.08808852245606422,609.0,9160.0,4667.0
0.09083822688769944,874.0,14582.0,4661.0
0.0791232073011734,971.0,19890.0,4654.0
0.10106558277490937,920.0,13540.0,4666.0
0.06733625689630783,714.0,16566.0,4641.0
0.10832025117739404,1587.0,24640.0,4662.0
0.07832381637516299,871.0,17597.0,4644.0
0.09259124882084031,638.0,9111.0,4670.0
0.09923110401856958,684.0,9144.0,4642.0
0.08873328359065603,773.0,12765.0,4658.0
0.07632437860908861,456.0,7313.0,4636.0
0.07763056602244642,958.0,20024.0,4657.0
0.08367760226812475,1033.0,20051.0,4639.0
0.08858246001103144,803.0,13485.0,4645.0
0.11872767477462151,1396.0,18854.0,4662.0
0.10395350740771057,1270.0,19787.0,4647.0
0.07921783235451148,1187.0,25304.0,4664.0
0.09009932713873757,703.0,10971.0,4634.0
0.08954174317302808,1146.0,20951.0,4646.0
0.0998052324051166,948.0,14339.0,4658.0
0.09103022652359913,649.0,9638.0,4621.0
0.0937217812841595,986.0,16401.0,4640.0
0.08421861000895943,658.0,10983.0,4643.0
0.08408856257886889,733.0,12790.0,4644.0
0.09401077426851168,890.0,14279.0,4655.0
0.07959103421156115,506.0,8072.0,4643.0
0.09811859966658729,618.0,7935.0,4662.0
0.07805237919586869,529.0,8911.0,4644.0
0.05896366885050625,297.0,5429.0,4645.0
0.08489795918367346,572.0,8809.0,4666.0
0.083444399374167,720.0,12604.0,4653.0
0.07613230936687428,1259.0,28416.0,4658.0
0.07963963963963964,1105.0,23102.0,4648.0
0.01059926620464737,26.0,261.0,4645.0
0.08276590749002113,705.0,12378.0,4658.0
0.07423750811161582,858.0,18461.0,4654.0
0.10121875645527784,735.0,9877.0,4646.0
0.09000432713111206,936.0,16145.0,4654.0
0.11469970136046899,1037.0,13445.0,4637.0
0.09178868053771726,1072.0,18691.0,4667.0
0.10488448844884489,1589.0,25659.0,4641.0
0.12032578859739908,1337.0,17580.0,4643.0
0.052651609166873496,1591.0,55784.0,4651.0
0.11480075901328272,1210.0,16431.0,4649.0
0.08816039596858076,1229.0,23227.0,4654.0
0.08624758635485946,1608.0,32644.0,4644.0
0.10877581120943952,1475.0,22479.0,4641.0
0.10487706569931479,1301.0,20154.0,4656.0
0.11053719008264463,1926.0,30209.0,4639.0
0.10050824885168373,1849.0,32150.0,4643.0
0.09542390042723434,1932.0,35873.0,4620.0
0.08157712594572664,1709.0,37247.0,4652.0
0.10344118100920735,2011.0,34242.0,4640.0
0.09082584893529973,2331.0,46674.0,4655.0
0.11139731197878147,2184.0,34545.0,4666.0
0.0764604361696564,2193.0,52701.0,4662.0
0.0758408231968749,2388.0,58328.0,4646.0
0.0865928559883627,2143.0,44853.0,4643.0
0.09002090994303844,2497.0,50838.0,4638.0
0.07828653399066761,2374.0,55999.0,4650.0
0.07122352159066872,2357.0,61547.0,4639.0
0.08850408850408852,1196.0,22377.0,4650.0
0.0765167007498296,449.0,7087.0,4649.0
0.07877714144452228,956.0,19616.0,4655.0
0.08231524989320803,1927.0,42184.0,4636.0
0.08042121353658017,947.0,18914.0,4637.0
0.09130908650546965,1131.0,20121.0,4652.0
0.04901329901329901,1371.0,51279.0,4665.0
0.08083022728933713,553.0,9040.0,4643.0
0.057352796133741,1163.0,35904.0,4652.0
0.07478569317174105,506.0,8881.0,4651.0
0.05899405710972604,407.0,9170.0,4628.0
0.0759529814876505,798.0,16360.0,4653.0
0.10422953489486037,1088.0,16219.0,4658.0
0.09182085422790938,1062.0,18481.0,4651.0
0.08119728791136101,491.0,7452.0,4642.0
0.08430707375298405,671.0,11274.0,4644.0
0.09138096763857738,713.0,10944.0,4661.0
0.07370831544296551,515.0,9332.0,4642.0
0.07733227471218737,487.0,7945.0,4650.0
0.07057285994336746,486.0,9119.0,4654.0
0.07667378072879615,970.0,20656.0,4646.0
0.0795046439628483,642.0,11502.0,4648.0
0.07732949087415945,644.0,11985.0,4671.0
